X,Y
2.437,4.328
2.185,7.032
0.981,2.934
2.105,5.946
2.952,3.772
1.319,5.339
2.506,5.077
1.764,4.94
2.007,4.794
2.229,8.019
2.738,4.641
1.172,5.736
2.118,6.182
3.075,5.507
2.374,3.56
0.65,2.725
1.737,5.42
1.706,6.019
1.207,6.448
2.096,6.398
1.577,5.37
2.538,6.844
2.366,6.215
2.845,4.036
1.806,2.813
0.91,2.911
2.499,6.604
2.099,7.03
1.496,1.426
2.138,6.183
3.187,6.659
2.928,7.647
0.972,4.465
2.779,6.641
0.736,3.375
0.287,3.336
1.029,4.192
0.874,7.149
2.063,4.214
0.725,3.728
1.911,2.769
1.775,7.115
2.097,6.601
2.495,6.873
2.445,6.027
1.83,5.788
3.688,5.279
1.315,5.772
1.636,4.368
1.725,5.514
2.666,5.152
3.059,5.233
0.543,7.907
3.478,5.731
2.16,4.192
2.193,3.792
3.583,4.81
2.203,5.495
2.851,4.907
2.061,4.287
1.313,4.122
1.537,7.031
0.196,4.867
1.376,6.961
0.164,2.656
2.976,2.379
1.1,4.364
1.036,7.146
-0.143,3.139
1.781,6.173
2.318,6.129
2.565,4.801
0.649,5.506
3.425,5.539
1.639,5.222
1.818,5.073
1.219,3.833
1.869,5.398
2.267,4.077
3.484,5.567
1.376,5.607
2.198,5.766
2.614,7.138
2.372,5.373
0.451,5.4
2.413,5.311
4.394,5.195
0.878,5.18
3.552,3.189
1.586,3.476
0.877,5.894
3.115,6.657
3.082,3.621
3.16,2.331
1.92,2.89
3.194,1.88
1.309,4.628
1.375,8.332
1.641,5.057
4.576,4.076
0.545,3.922
2.938,8.412
2.411,9.148
3.332,4.683
1.465,3.161
2.433,3.602
3.813,8.064
1.083,4.089
2.513,6.264
2.253,4.989
2.63,4.725
1.438,5.744
1.28,4.775
3.696,5.136
3.325,2.892
2.032,3.689
0.85,7.196
2.38,4.615
-0.709,2.664
1.457,5.34
3.613,5.156
1.83,4.701
0.202,6.768
1.372,5.383
2.431,5.399
3.398,5.064
2.5,7.
1.325,4.813
1.844,6.078
2.798,5.707
1.963,4.41
0.986,6.045
0.896,5.789
1.237,1.973
-0.003,5.823
-0.092,4.325
0.134,3.864
-0.14,5.757
2.015,5.362
1.838,4.115
2.968,5.149
0.008,4.018
2.591,5.507
2.036,6.973
2.732,4.427
0.917,4.959
2.516,8.41
-0.074,4.895
2.344,4.877
1.522,4.794
0.65,3.974
0.57,6.158
2.697,4.884
2.144,1.543
1.16,2.35
0.355,3.346
2.075,3.618
4.074,7.63
3.029,6.355
2.496,6.195
1.564,2.807
2.538,2.658
0.246,1.209
2.931,7.022
2.416,5.393
0.565,5.207
1.883,4.111
1.176,2.588
2.626,7.411
1.98,3.072
1.393,2.72
2.667,6.941
1.286,3.938
2.256,5.626
3.283,3.777
0.157,4.474
0.046,3.453
2.717,2.938
1.72,4.104
2.477,8.226
2.875,5.647
1.212,4.023
2.178,4.787
3.286,4.396
1.141,4.881
2.595,6.257
4.004,6.146
2.72,4.987
2.173,5.762
3.721,4.267
1.565,3.488
2.029,5.477
3.11,6.548
1.552,2.75
2.851,5.235
1.033,3.792
2.542,3.842
-0.526,4.267
0.504,2.707
0.679,4.047
0.605,2.728
3.036,7.76
2.787,6.152
1.304,4.229
2.213,7.47
2.891,5.319
3.106,4.941
1.391,5.1
2.568,6.918
1.798,6.339
1.602,8.251
1.57,7.063
2.878,4.595
1.909,4.797
1.767,3.66
1.844,4.251
1.694,1.485
3.16,3.066
3.252,5.325
2.106,4.636
1.485,4.57
1.61,7.698
3.36,8.118
2.562,7.093
2.698,5.643
1.728,2.808
3.546,6.531
1.945,2.337
1.839,7.011
0.398,3.4
0.842,4.455
2.022,7.189
1.509,6.352
3.612,2.35
2.321,6.379
0.531,1.744
0.842,6.222
2.485,6.467
3.014,6.759
3.509,5.678
1.126,3.901
3.411,5.277
2.219,6.51
0.292,5.587
2.841,6.019
3.715,4.191
0.336,3.764
1.297,4.873
2.628,5.091
2.555,6.532
0.822,0.944
1.984,5.519
3.072,6.856
1.383,9.662
2.281,5.846
2.014,7.824
0.675,3.658
2.9,4.644
0.727,6.692
1.756,5.197
2.537,7.672
3.529,10.974
2.628,5.031
0.855,5.902
2.82,6.672
3.97,7.598
2.542,5.625
0.544,1.988
1.458,2.984
2.148,4.973
1.934,4.697
0.166,5.555
2.267,5.987
1.951,4.533
3.266,8.292
2.239,6.014
2.85,3.446
2.575,6.2
0.919,4.236
2.061,5.099
1.639,1.982
2.171,7.46
0.547,8.127
0.232,3.115
1.788,7.313
0.945,4.053
1.832,6.692
2.299,4.558
3.22,4.844
2.581,3.736
1.066,3.567
3.027,6.988
1.847,6.475
2.55,4.967
1.983,7.767
2.117,1.278
2.184,3.707
1.352,9.347
0.64,4.773
-0.602,1.594
0.895,1.965
0.893,6.355
2.361,5.473
1.752,6.157
0.956,1.822
2.037,2.873
2.14,5.312
2.085,3.102
4.001,3.685
1.611,4.709
1.631,7.2
2.941,5.868
1.912,3.526
0.556,2.817
2.445,3.211
0.065,4.606
4.435,5.633
1.837,2.548
1.931,4.776
3.462,5.57
0.516,6.366
-0.56,4.469
1.374,4.031
2.385,5.31
1.386,5.126
1.001,4.918
1.644,6.138
2.902,9.156
0.088,6.728
2.338,7.048
2.573,4.024
1.918,6.987
3.714,5.71
2.832,4.092
0.014,4.958
2.984,4.553
2.503,5.847
2.544,7.138
3.071,6.688
-0.417,6.948
4.923,6.029
1.274,4.912
0.308,5.029
2.437,4.174
3.451,6.429
1.279,2.434
3.485,6.584
2.517,3.418
0.37,2.033
2.13,6.726
2.555,6.358
1.102,7.347
1.549,3.968
0.479,5.67
4.71,5.975
2.052,5.169
2.167,3.478
2.214,5.164
3.982,4.614
1.932,6.317
2.769,4.222
1.824,7.508
3.346,6.365
1.821,7.344
1.282,2.92
3.478,4.706
2.457,5.59
-0.108,5.875
3.606,2.39
1.371,5.659
1.616,7.979
2.259,4.761
2.555,6.859
1.614,4.306
0.622,3.192
1.971,3.291
1.999,3.9
1.895,6.099
0.637,3.692
2.416,4.394
2.82,9.845
3.342,5.194
3.524,3.605
1.953,0.735
1.764,2.6
2.274,5.237
2.01,4.209
1.021,5.383
1.879,6.087
3.111,2.492
3.532,7.871
0.608,4.407
1.761,5.869
1.888,5.856
1.344,3.867
1.814,5.714
2.55,4.827
4.429,8.595
2.525,3.622
4.164,4.814
1.672,5.92
2.02,5.36
1.057,5.232
2.019,6.262
2.803,6.886
-0.306,4.274
-0.038,4.923
1.235,5.333
1.555,4.914
1.614,5.865
4.667,6.488
2.414,-0.002
3.455,4.318
1.664,3.625
2.896,4.797
1.114,6.507
2.668,8.41
1.561,4.1
1.12,6.813
1.634,1.974
2.871,7.217
2.596,4.298
1.207,5.371
1.524,5.318
2.677,4.715
0.594,2.318
1.699,5.439
0.863,5.772
1.867,6.602
1.853,4.636
0.156,7.461
2.784,5.94
0.848,0.432
1.224,4.481
2.227,4.4
2.968,5.053
2.004,5.465
3.279,7.872
2.408,2.657
2.426,4.573
1.222,7.63
2.224,5.249
3.083,8.067
2.452,6.555
1.529,7.168
2.497,3.999
2.512,2.137
3.01,3.601
1.941,4.513
2.308,1.617
1.942,2.211
1.465,5.697
1.492,4.821
0.08,4.131
3.867,4.35
2.386,7.844
0.838,1.696
0.389,6.179
2.459,4.144
1.456,6.364
1.417,7.756
2.003,3.923
1.64,4.079
2.719,5.925
2.276,4.627
2.502,5.061
2.832,6.775
1.488,4.846
2.978,5.964
4.217,6.29
2.145,6.205
0.51,4.552
2.275,3.425
1.353,5.684
1.484,6.461
5.157,4.266
0.591,4.182
2.223,3.321
1.581,4.17
1.413,4.83
3.579,6.866
1.421,6.497
4.29,3.644
1.234,3.611
2.042,3.475
3.112,6.261
0.396,5.272
0.648,2.766
2.585,9.078
2.699,4.247
1.362,7.45
1.044,1.698
2.362,6.88
2.388,6.935
3.208,6.511
2.148,3.731
0.467,2.61
2.155,6.942
0.668,3.406
1.463,3.335
2.037,5.995
0.183,4.303
2.202,4.513
1.141,5.163
3.524,5.398
3.513,8.658
2.357,2.313
2.473,3.968
0.688,5.283
2.864,3.591
3.171,7.177
2.313,8.597
0.444,5.291
2.504,4.901
2.683,4.941
1.043,3.311
1.846,7.093
3.109,5.792
3.164,3.778
1.362,7.307
2.667,4.401
1.483,4.653
-0.212,2.794
2.472,3.22
2.535,6.947
4.002,4.741
1.618,3.679
3.199,3.44
2.352,5.538
3.004,7.157
2.839,4.443
0.731,3.422
1.406,4.911
3.697,3.6
2.809,4.634
2.25,5.728
1.306,4.546
3.277,3.813
1.403,3.22
1.726,5.338
5.086,8.267
2.513,7.741
0.731,5.322
2.323,4.03
1.461,6.272
0.751,0.037
0.438,5.697
0.8,3.243
4.193,2.637
2.862,6.796
2.531,2.607
3.381,5.778
2.472,4.62
1.051,5.845
2.972,4.5
1.053,6.295
1.551,6.805
2.162,3.324
2.963,4.817
1.739,4.916
4.29,7.6
4.974,5.281
0.917,5.276
2.623,3.122
2.435,1.982
1.761,8.141
1.232,9.797
2.244,3.196
2.676,4.489
2.472,6.621
1.206,9.532
1.547,3.56
2.453,4.656
1.879,3.818
1.937,7.991
2.702,7.741
4.087,4.434
1.639,3.052
1.549,3.482
2.651,2.641
2.668,5.307
1.92,6.417
1.127,4.066
3.567,5.639
0.828,1.988
-0.501,2.606
1.164,2.94
4.1,6.081
1.723,5.04
3.181,5.181
2.752,1.372
1.611,4.575
3.272,6.201
0.309,5.796
1.427,4.734
2.314,6.902
1.886,2.723
2.19,5.546
3.652,3.893
1.722,2.483
3.105,4.67
2.201,3.983
1.741,7.104
1.636,4.649
1.924,5.535
3.783,5.946
-0.09,7.044
1.48,3.36
3.161,6.329
2.746,3.227
3.14,3.476
1.905,4.576
4.258,5.224
1.067,3.558
1.522,4.14
1.82,4.282
2.661,4.903
0.979,4.598
2.331,3.338
0.249,3.354
1.828,2.911
3.683,4.018
2.222,4.628
0.985,5.175
2.468,5.063
1.051,3.211
2.994,2.932
0.547,6.851
1.255,6.755
2.951,7.634
2.117,3.423
1.754,4.804
1.116,6.272
2.613,5.844
2.018,6.154
1.731,5.53
3.197,6.011
0.044,1.559
1.741,2.641
1.988,4.549
1.295,5.953
2.698,4.443
0.599,1.966
2.244,4.794
1.904,3.203
1.588,3.155
1.398,6.212
1.265,4.875
1.854,1.731
2.071,0.811
1.604,6.064
1.671,5.943
1.627,5.574
2.956,3.368
0.901,5.897
2.69,7.621
-0.357,4.225
-0.453,4.57
-0.575,3.092
0.78,6.092
2.677,3.621
0.778,3.253
2.009,3.265
1.159,5.254
1.994,7.291
3.342,3.443
1.31,3.301
0.85,3.822
0.63,4.48
0.552,3.205
0.392,7.082
3.274,3.231
1.838,3.129
3.374,4.182
4.088,5.321
2.165,5.927
2.27,4.098
1.918,6.246
1.759,5.135
3.834,4.269
1.283,7.924
2.155,7.415
1.934,4.012
2.091,5.673
2.938,5.315
1.947,5.185
2.744,2.766
2.527,3.351
1.811,6.526
1.003,4.983
0.591,5.114
2.774,8.773
1.402,3.677
1.224,2.927
2.652,4.715
3.432,3.384
2.174,2.223
0.362,2.27
0.82,5.629
0.625,2.226
2.616,2.052
1.415,7.19
2.124,5.101
1.579,4.816
2.352,5.881
0.944,2.633
2.354,4.51
2.988,8.757
1.724,6.647
2.254,5.73
2.26,7.947
3.198,3.846
2.2,3.946
2.843,4.962
2.539,7.045
1.638,6.692
1.582,7.024
2.66,5.134
1.957,6.608
2.694,5.471
0.957,1.341
1.533,6.77
2.214,6.285
4.693,5.865
1.04,3.67
1.715,2.711
2.939,5.298
2.048,5.517
2.61,5.624
1.307,5.21
1.901,5.636
1.25,2.806
3.509,3.953
1.909,5.532
3.238,5.463
1.1,4.006
3.869,7.946
1.857,4.986
3.897,6.934
2.152,7.118
1.592,4.16
1.63,4.799
1.65,4.583
1.88,1.506
2.079,3.528
2.348,5.231
3.017,5.406
2.123,5.462
2.645,6.111
1.965,6.365
4.908,6.503
3.33,4.024
0.872,5.257
3.463,6.212
0.94,6.824
0.95,4.316
1.696,5.058
0.262,2.674
3.544,5.641
0.798,3.353
2.324,3.004
-0.384,3.731
0.467,3.707
3.05,6.114
1.883,5.587
2.996,4.687
1.841,2.985
2.113,4.258
-0.256,5.597
1.521,2.761
3.749,6.949
3.738,6.569
2.389,4.028
3.632,5.227
2.571,5.116
1.314,3.769
2.828,6.524
2.463,6.589
2.465,6.128
1.919,3.431
1.172,5.117
1.863,2.984
1.259,4.131
3.383,6.264
0.079,2.673
2.031,8.039
1.498,4.814
2.527,5.624
1.65,5.455
0.862,6.371
1.355,5.547
2.704,2.632
1.004,5.594
2.143,4.333
3.811,6.317
3.3,7.086
3.494,4.792
1.596,4.903
3.055,6.428
1.848,4.285
1.492,4.906
1.401,4.153
0.306,8.058
-0.122,3.997
1.322,3.755
1.148,4.42
1.88,3.689
1.612,4.146
1.866,5.925
1.828,4.504
3.018,4.069
1.369,8.158
0.951,3.036
0.191,3.591
2.47,4.157
2.528,6.756
3.66,6.07
2.762,5.115
3.284,5.374
1.359,3.206
1.715,6.949
2.188,6.872
1.852,4.445
1.3,4.723
1.175,6.06
2.225,6.673
1.58,1.81
2.008,3.56
0.978,3.531
3.72,8.053
2.219,8.092
2.201,4.83
3.542,4.699
3.03,2.994
1.73,4.611
0.258,1.353
0.466,10.635
1.461,3.518
3.358,2.915
1.948,3.335
1.213,7.954
2.772,3.682
1.369,3.005
0.744,5.031
2.831,4.655
2.408,3.747
2.04,7.603
2.718,6.31
2.057,5.872
3.104,5.167
1.662,1.835
1.127,1.965
2.466,4.298
0.931,4.171
1.329,3.467
1.24,3.158
2.605,1.733
1.209,8.289
2.353,4.348
3.987,4.858
1.912,3.816
1.094,6.844
0.759,4.411
3.091,4.53
3.736,5.938
1.654,6.024
2.642,3.246
2.553,2.233
1.137,4.956
1.596,5.394
1.519,2.609
2.628,4.678
3.125,4.271
1.116,1.842
1.772,3.465
2.488,6.06
3.039,3.906
0.214,2.949
2.399,3.624
3.287,5.62
0.968,6.232
0.904,2.948
0.375,3.79
2.119,2.453
2.434,5.968
2.081,6.592
0.909,5.83
0.922,2.795
0.833,5.541
1.902,7.648
1.937,4.315
1.652,7.838
2.471,2.128
2.277,3.882
3.055,5.721
1.991,3.953
1.076,5.964
3.022,6.182
1.455,3.93
3.268,8.857
2.631,4.967
2.333,3.766
2.954,6.666
2.225,8.034
1.713,3.064
1.377,5.748
0.815,7.428
1.58,3.785
1.98,4.278
3.093,3.511
0.968,4.768
1.675,4.326
2.843,7.242
2.07,5.645
2.509,6.021
1.68,4.604
2.07,5.17
3.159,5.707
1.909,1.375
2.779,7.196
1.81,5.506
0.102,3.622
2.418,4.179
2.917,6.423
4.702,3.337
2.732,8.773
4.822,3.513
0.66,1.982
1.025,4.334
1.698,7.072
2.673,3.855
1.494,6.936
3.319,5.383
1.514,2.877
1.461,1.839
1.435,4.632
0.861,2.7
1.844,6.87
1.929,5.182
0.291,2.728
0.673,4.692
2.101,1.841
0.83,4.01
1.491,5.651
2.546,6.189
3.411,3.92
1.378,1.605
1.89,6.262
1.567,6.581
2.021,6.013
0.855,2.993
1.993,5.883
2.003,3.151
1.143,7.305
1.659,3.814
2.01,6.078
1.914,6.465
2.58,5.458
0.374,4.679
2.482,5.03
1.922,1.536
3.154,7.505
3.327,2.455
2.084,9.599
1.439,8.249
1.691,6.521
1.861,4.199
2.466,6.526
1.618,4.3
2.519,3.889
3.539,4.328
1.05,2.913
3.43,6.558
2.017,7.184
1.469,4.332
2.304,3.798
1.531,4.996
3.333,5.723
0.848,3.042
3.277,4.292
2.175,5.028
1.035,4.298
2.814,4.708
1.282,5.02
2.987,8.113
1.319,6.521
2.063,2.599
2.659,3.571
0.449,2.964
3.27,6.762
1.399,5.335
-0.04,5.265
1.854,4.37
1.868,4.837
1.977,6.46
1.573,5.454
1.825,1.419
1.262,3.475
3.453,5.713
2.045,3.25
0.578,4.782
1.135,4.461
1.494,3.76
1.988,6.839
-0.159,2.938
1.961,4.942
2.651,4.625
1.314,6.407
3.585,9.312
0.796,3.892
3.043,3.652
1.253,5.199
1.459,7.215
1.703,3.722
1.091,6.816
4.003,6.858
1.472,6.423
3.18,5.895
2.223,5.121
3.392,4.049
1.131,3.984
1.949,6.008
1.27,5.082
0.753,5.47
1.946,6.245
-0.081,7.257
2.513,6.396
3.691,5.534
2.748,1.144
2.375,3.735
3.127,3.433
1.884,4.215
0.022,3.839
0.737,3.555
3.106,6.69
2.547,5.081
1.558,3.034
2.193,6.395
2.514,6.301
1.13,2.521
2.228,6.381
1.589,5.927
1.336,4.182
2.896,5.82
0.608,4.931
1.895,7.039
1.423,5.624
2.213,4.56
0.993,6.182
1.845,2.899
1.751,3.152
2.537,5.013
2.016,3.138
0.97,4.674
3.038,4.597
1.232,7.015
2.571,6.094
3.301,4.675
1.424,3.282
1.682,3.978
3.041,7.152
2.616,7.999
0.365,6.381
3.097,3.059
2.052,1.647
1.271,3.653
0.571,4.17
2.95,3.242
2.626,4.897
2.135,4.579
1.743,3.784
3.402,7.147
1.115,3.089
1.546,6.376
0.59,5.216
2.722,4.997
-0.563,2.894
1.534,6.148
2.615,4.756
1.748,3.986
1.391,5.063
1.826,0.479
1.809,4.215
1.531,4.322
1.677,5.639
1.541,4.974
0.826,5.383
2.522,3.057
3.353,10.176
1.904,1.979
1.657,9.069
-0.343,4.426
2.921,8.423
1.823,2.405
2.037,2.645
1.498,7.486
1.442,4.319
3.967,5.297
0.937,3.183
2.604,2.834
3.072,7.271
1.578,4.967
2.052,6.908
3.614,5.59
4.02,4.744
3.021,6.782
1.38,6.126
2.076,9.223
1.083,4.192
2.795,5.462
2.329,0.772
1.145,5.008
1.75,4.607
2.283,8.571
1.094,3.93
1.187,5.187
2.394,4.083
-0.325,2.312
2.361,4.516
2.018,6.522
0.935,4.719
2.598,2.381
2.367,4.719
2.67,5.75
2.759,7.442
0.146,5.867
1.034,1.898
1.685,3.643
1.792,5.379
1.512,6.612
2.488,5.988
1.672,3.527
2.723,6.603
1.634,3.154
1.725,2.777
1.096,5.12
2.262,2.
1.754,7.903
3.585,3.983
1.899,4.837
2.289,3.273
1.913,7.556
4.562,5.843
1.146,4.808
1.763,7.046
1.836,5.873
3.696,7.012
2.589,8.401
3.653,6.379
1.577,6.643
1.455,5.942
3.722,5.464
1.123,7.327
0.267,2.208
2.1,6.412
0.619,5.566
0.812,3.265
2.911,6.123
2.402,5.214
0.479,0.208
0.393,1.386
1.623,2.225
2.362,4.052
0.998,4.164
2.755,6.796
1.632,3.934
0.908,5.753
2.28,4.84
2.934,7.227
1.041,4.114
1.259,3.633
1.38,3.405
2.163,6.344
1.047,4.14
3.455,3.697
4.203,4.433
1.561,6.563
1.938,5.802
3.545,4.751
1.046,2.885
2.777,5.961
2.573,4.614
2.776,5.183
3.038,3.903
4.036,4.915
1.712,6.085
1.904,5.118
2.603,4.217
0.976,2.185
1.775,5.417
2.487,7.576
2.739,3.141
3.,5.912
2.01,6.948
2.462,5.654
0.736,4.971
1.807,6.154
1.808,4.125
2.428,4.63
1.891,3.087
1.356,3.48
3.639,7.636
0.675,7.391
0.439,4.425
2.385,3.603
2.436,5.955
1.878,5.693
3.299,7.651
4.033,11.097
1.423,5.527
4.301,7.542
2.257,4.769
1.261,4.791
2.946,5.294
2.988,5.421
2.572,5.658
1.352,6.314
1.708,4.654
2.897,5.552
1.861,3.106
2.12,5.572
4.223,4.568
1.269,5.469
1.642,2.105
1.68,4.095
0.193,2.706
2.893,8.567
1.47,4.006
2.328,5.585
0.138,2.575
3.464,3.977
1.126,5.032
2.176,6.003
1.926,4.814
2.279,7.821
2.359,6.403
3.059,5.314
2.038,7.375
2.51,5.183
1.977,4.442
2.967,7.307
0.393,0.974
3.123,4.635
1.084,5.484
3.011,4.342
0.515,5.858
0.473,4.101
2.621,4.44
1.977,6.956
3.006,5.833
-0.07,3.955
1.496,5.855
2.973,10.469
1.608,6.619
1.363,4.036
0.444,3.444
0.681,6.391
-0.443,2.945
0.594,3.461
2.317,2.708
1.576,7.971
0.486,1.68
1.79,4.201
3.007,8.355
2.545,2.049
1.974,1.473
2.717,6.228
2.058,2.858
3.321,5.43
0.211,6.017
1.786,6.428
1.414,2.162
2.384,7.072
2.049,6.098
0.938,5.974
2.904,4.755
1.575,5.048
1.666,7.786
4.142,3.876
0.681,5.366
2.64,4.556
2.346,5.471
1.701,5.642
3.605,2.701
2.939,3.246
0.934,4.225
1.416,4.783
2.395,7.132
1.98,4.567
0.563,5.521
2.081,4.596
1.771,7.289
2.238,6.239
2.021,4.99
2.512,6.248
1.78,5.403
1.209,2.146
3.156,4.125
2.139,5.232
1.721,3.003
0.178,4.689
1.808,5.406
2.706,4.018
2.439,4.852
2.416,4.27
0.78,4.084
2.274,0.35
-1.105,4.079
1.506,2.444
2.513,4.343
3.582,4.183
1.367,5.023
1.852,4.759
3.173,6.327
1.475,6.293
3.405,4.817
3.607,4.55
2.129,1.517
1.297,6.853
2.176,7.643
2.331,4.417
3.552,6.827
1.649,3.372
1.267,4.301
3.833,5.724
2.467,4.63
3.433,6.
1.685,4.705
2.194,3.237
2.622,5.202
2.319,5.648
2.971,6.777
2.062,4.088
3.173,5.737
1.387,5.403
2.243,5.98
2.904,2.935
1.67,7.438
0.121,6.322
3.07,3.514
1.97,8.286
2.559,2.742
2.447,6.147
1.092,6.677
2.185,6.688
2.988,4.425
1.744,6.292
2.836,4.16
1.356,1.838
1.491,3.078
1.364,6.823
3.282,5.585
2.676,5.902
2.345,3.58
1.644,5.765
1.665,3.719
1.917,7.913
2.584,4.905
1.068,3.295
3.295,5.779
1.145,4.13
3.485,6.219
1.403,5.131
1.331,6.176
3.652,6.968
3.677,4.523
2.402,4.745
1.366,6.092
0.533,7.621
2.94,5.192
1.118,2.758
2.534,7.087
1.282,6.291
1.608,6.388
3.247,4.386
2.253,8.134
2.644,3.681
3.785,6.541
1.728,6.588
3.412,7.122
1.991,5.551
0.717,6.301
0.787,2.17
3.37,4.408
1.97,3.721
1.461,1.21
2.978,4.426
1.696,5.792
1.472,2.669
1.402,5.099
0.49,1.921
1.695,5.04
1.052,0.906
0.085,5.661
2.331,6.166
2.297,6.299
3.583,5.046
3.729,4.502
0.872,4.537
4.123,5.467
2.137,5.502
3.007,5.545
2.508,4.591
2.035,4.276
3.151,4.066
1.976,4.367
1.634,3.586
2.054,5.766
0.615,4.008
1.524,5.429
1.037,5.508
0.376,6.342
2.37,4.541
2.144,4.742
3.653,2.39
2.591,4.226
2.451,3.81
1.535,5.328
3.522,4.308
2.048,5.575
0.876,3.198
0.763,4.368
1.988,2.207
1.212,2.354
2.827,5.217
2.35,7.912
1.839,9.411
1.36,7.998
0.784,8.363
1.869,3.956
0.605,1.768
1.652,7.436
0.888,1.567
2.927,8.722
2.954,4.261
0.353,3.369
2.259,7.266
3.33,2.799
3.616,3.898
1.866,4.815
1.427,3.947
3.042,5.13
1.301,3.777
2.356,6.697
1.105,2.688
3.429,4.999
2.648,5.014
1.89,4.242
0.68,4.778
2.617,7.119
3.49,3.348
3.593,6.403
0.173,5.322
2.23,4.365
2.355,2.752
2.622,3.723
1.723,5.311
2.354,4.379
3.103,5.878
2.427,3.822
2.045,1.207
0.321,8.681
0.081,3.092
0.537,5.272
1.48,5.891
2.291,4.963
1.543,6.19
0.972,3.96
4.185,6.509
3.277,6.091
1.781,6.247
3.327,5.176
3.798,5.27
3.015,6.077
0.857,7.113
0.615,6.004
1.851,3.978
2.379,3.48
0.537,4.598
1.977,5.924
1.179,5.524
3.541,2.749
3.193,8.881
0.722,4.796
0.792,3.034
2.628,3.242
3.591,6.116
1.296,1.843
1.202,4.442
0.424,4.936
2.539,6.757
3.727,4.54
3.36,8.306
1.677,5.836
3.063,5.809
3.406,4.846
1.056,1.647
1.816,5.712
2.762,5.052
2.974,6.696
0.623,5.981
2.996,8.429
2.791,4.668
3.168,4.418
2.148,3.036
0.591,6.859
1.227,2.308
2.392,3.428
-0.059,3.182
1.666,4.066
1.312,6.894
2.031,2.694
0.967,7.037
1.19,5.357
3.323,6.401
1.882,6.775
-0.179,6.75
3.942,5.981
3.42,4.815
0.52,6.487
2.21,5.479
0.393,5.531
0.68,4.582
2.466,4.683
2.383,6.042
3.716,6.104
1.392,5.578
1.545,5.937
1.841,3.465
3.351,5.506
0.176,4.442
2.62,2.929
1.615,5.758
3.237,6.25
1.14,4.342
2.741,6.681
1.505,6.333
2.675,5.921
3.339,4.435
2.244,5.2
1.561,4.075
0.498,4.981
2.284,3.475
3.447,5.708
-0.211,5.616
2.506,5.822
4.259,4.915
1.002,5.68
2.149,3.532
1.605,1.832
2.656,7.948
1.316,5.334
1.539,5.855
2.13,6.488
3.643,5.524
2.257,4.685
1.557,2.843
3.092,5.444
0.189,6.376
2.947,5.768
3.43,2.546
0.353,4.602
0.502,2.004
2.255,9.165
1.52,6.163
1.267,3.755
0.595,6.297
2.752,3.974
2.42,5.682
1.475,5.637
1.555,2.851
2.359,7.101
2.132,5.92
2.38,5.725
1.25,7.645
2.503,4.145
1.774,2.566
-0.941,3.047
1.11,3.184
0.713,5.042
2.633,1.746
2.237,8.698
2.035,7.496
0.802,4.04
2.824,3.453
1.199,6.017
0.415,8.346
2.369,4.218
-0.098,2.78
2.623,5.958
0.696,6.968
1.462,2.341
-0.793,4.226
2.735,3.795
2.072,5.315
2.257,4.325
0.977,3.633
0.948,6.83
2.694,4.195
0.342,5.326
1.762,3.676
0.004,4.299
2.901,4.08
0.675,4.578
1.069,5.679
1.658,2.627
1.393,3.421
1.769,6.038
1.153,5.313
1.498,5.181
0.694,2.133
0.767,5.381
1.804,4.164
4.226,5.3
2.647,3.897
2.226,3.93
0.682,4.991
2.271,8.41
1.204,6.403
0.547,1.542
1.077,4.285
1.32,4.113
3.16,5.212
2.499,3.528
1.672,1.816
1.921,4.428
2.676,1.49
2.327,2.369
2.593,2.946
1.798,0.634
3.111,5.277
3.26,3.982
2.384,5.363
1.7,3.482
2.227,6.11
1.966,4.644
2.064,7.706
2.211,0.712
2.272,5.18
-0.264,5.036
0.486,2.91
1.535,2.863
3.298,6.718
2.896,4.282
1.668,3.479
1.87,4.675
3.08,5.125
0.694,3.334
4.951,6.73
2.843,8.148
3.041,5.277
0.347,6.693
0.896,4.814
0.989,6.069
1.909,2.221
1.365,4.8
3.129,3.192
1.879,2.246
0.385,2.919
2.562,5.513
1.465,6.834
1.962,4.265
2.989,4.677
2.129,4.533
0.834,6.587
2.236,3.394
1.612,4.467
3.914,5.54
1.98,6.446
1.367,5.303
2.119,4.882
1.298,5.055
2.212,7.472
1.898,5.684
1.483,0.658
3.056,8.637
2.013,1.391
2.867,9.03
3.64,4.893
1.397,5.225
3.704,5.695
2.316,10.368
2.052,6.576
1.799,6.424
2.098,4.53
2.214,5.923
2.609,6.823
1.62,3.491
-0.113,2.687
2.646,5.673
3.344,6.105
0.744,4.97
1.927,4.711
0.455,3.381
2.069,3.132
2.463,3.659
1.95,5.161
0.814,3.442
2.387,6.654
2.533,4.
3.101,7.291
2.24,6.605
0.465,4.047
1.879,3.468
1.57,3.801
1.578,8.307
0.933,5.777
1.99,5.425
1.982,5.449
2.811,5.166
2.137,5.293
1.163,3.285
1.641,4.075
0.932,7.069
-0.08,5.58
2.812,4.857
2.641,4.702
2.976,4.629
1.972,6.485
1.925,3.663
1.946,5.479
0.019,3.601
2.438,5.076
2.33,2.662
1.658,4.28
1.633,5.304
2.707,7.148
-0.171,5.564
2.281,4.609
2.975,6.3
2.978,7.415
1.699,2.802
2.838,5.402
1.972,5.257
2.186,7.821
3.45,4.928
1.481,4.133
1.368,6.801
0.96,5.485
2.78,4.919
0.454,3.108
2.53,3.558
3.647,6.992
2.742,3.706
